chef_name,restaurant_name,address,cuisine_type,chef_comment,best_dish
unknown — check profile page,A Cozinha do Manel,"Rua do Heroismo 215, 4300-255 Porto, Portugal",,,
unknown — check profile page,Sushi Yasuda,"204 E 43rd St, New York, NY 10017, United States",,,
unknown — check profile page,Augustiner-Keller,"Arnulfstraße 52, 80335 München, Germany",,,
unknown — check profile page,St. JOHN,"26 St John St, Barbican, London EC1M 4AY, United Kingdom",,,
unknown — check profile page,Le Perchoir by Manon Fleury,"14 Rue Crespin du Gast, 75011 Paris",,,
unknown — check profile page,Le Baratin,"3 Rue Jouye-Rouve, 75020 Paris, France",,,
unknown — check profile page,Iluka,"Peder Skrams Gade 15, 1054 Copenhagen, Denmark",,,
unknown — check profile page,Cave des Creux,"Courchevel, 73120 Courchevel",,,
unknown — check profile page,Le Tachinomi Desu,"Río Pánuco 132-1a, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,En Mets Fais ce Qu'il te Plaît,"43 Rue Chevreul, 69007 Lyon",,,
unknown — check profile page,Santa Katarina,"Har Sinai St 2, Tel Aviv-Yafo, Israel",,,
unknown — check profile page,Hambrè,"Carrer Ricardo Curtoys Gotarredona, 1, Local 9C, 07840 Santa Eulària des Riu, Balearic Islands, Spain",,,
unknown — check profile page,Le Gibolin,"13 Rue des Porcelets, 13200 Arles",,,
unknown — check profile page,Da Passano,"53 Quai Jérôme Comparetti, 20169 Bonifacio",,,
unknown — check profile page,Il Casta,"Tompazi, Idra 180 40, Greece",,,
unknown — check profile page,Batey Mojito and Guarapo Bar,"C. Centauro Sur, Tulum Centro, 77760 Tulum, Q.R., Mexico",,,
unknown — check profile page,Chéri Bibi,"50 Rue d'Espagne, 64200 Biarritz",,,
unknown — check profile page,CRABE-TORO,"17 Rue Caisserie, 13002 Marseille",,,
unknown — check profile page,Cenzontle,"Carretera Tulum-Boca Paila Km 7.3 S/N, 77780 Tulum, Q.R., Mexico",,,
unknown — check profile page,Oenosphère,"33 Rue de Zurich, 67000 Strasbourg",,,
unknown — check profile page,HaBasta,"HaShomer St 4, Tel Aviv-Yafo, Israel",,,
unknown — check profile page,Pasticceria Andrea Ascalone,"Via Vittorio Emanuele II, 17, 73013 Galatina LE, Italy",,,
unknown — check profile page,Cortijo La Mezcaleria,"5 de Mayo 305, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Castello Hydra,"Kamini Hydra Island, 180 40, Greece",,,
unknown — check profile page,Quiosque São Paulo,"Praça São Paulo, 1200-194 Lisboa, Portugal",,,
unknown — check profile page,Dok,"Shlomo Ibn Gabirol St 27, Tel Aviv-Yafo, Israel",,,
unknown — check profile page,Europizza,"Gedempt Hamerkanaal 79, 1021 KP Amsterdam, Netherlands",,,
unknown — check profile page,Carøe,"51 Rue Gambetta, 64200 Biarritz",,,
unknown — check profile page,Pedro Lemos,"R. do Padre Luís Cabral 974, 4150-464 Porto, Portugal",,,
unknown — check profile page,Tippling club,"38 Tg Pagar Rd, Singapore 088461",,,
unknown — check profile page,Enoteca Vino al Vino,"Via Gaspare Spontini, 11, 20131 Milano, Italy",,,
unknown — check profile page,ernst,"Gerichtstraße 54, 13347 Berlin, Germany",,,
unknown — check profile page,Chantoiseau,"63 Rue Lepic, 75018 Paris",,,
unknown — check profile page,Apotek 57,"Fredericiagade 57, 1310 Copenhagen, Denmark",,,
unknown — check profile page,Arima. Basque Gastronomy,"C. de Ponzano, 51, 28003 Madrid, Spain",,,
unknown — check profile page,Itanonî,"Av Belisario Dominguez 513, Reforma, 68050 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Moúrga,"Christopoulou 12, Thessaloniki 546 35, Greece",,,
unknown — check profile page,Mikla,"Asmali Mescit, The Marmara Pera, Meşrutiyet Cd. No:15, 34430 Beyoğlu/Istanbul, Turkey",,,
unknown — check profile page,UGO Cocktail bar,"Via Corsico, 12, 20144 Milano MI, Italy",,,
unknown — check profile page,Dumbo,"64 Rue Jean-Baptiste Pigalle, 75009 Paris",,,
unknown — check profile page,Septime,"80 Rue de Charonne, 75011 Paris, France",,,
unknown — check profile page,ARENALES,"Boulevard Zumardia, 11, 20003 Donostia, Gipuzkoa, Spain",,,
unknown — check profile page,Playa Provisions,"119 Culver Blvd, Playa Del Rey, CA 90293, United States",,,
unknown — check profile page,Restaurante Bogavante,"Av. Marítima, 39, 35570 El Golfo, Las Palmas, Spain",,,
unknown — check profile page,Mendi,"Av. da Boavista 1430, 4100-114 Porto, Portugal",,,
unknown — check profile page,Auberge de Chassignolles,"Le Bourg, 43440 Chassignolles",,,
unknown — check profile page,Seychelles,"Keramikou 49, Athina 104 36, Greece",,,
unknown — check profile page,Pigeon,"Plaza Río de Janeiro 56, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Restaurant s'Estanc Vell,"Ctra. de Palma, 29, 07250 Vilafranca de Bonany, Balearic Islands, Spain",,,
unknown — check profile page,Sola,"12 Rue de l'Hôtel Colbert, 75005 Paris",,,
unknown — check profile page,Es Xarcu,"Cala Es Xarco, 07839 Sant Josep de sa Talaia, Balearic Islands, Spain",,,
unknown — check profile page,Fábrica Coffee Roasters,"R. das Portas de Santo Antão 136, 1150-269 Lisboa, Portugal",,,
unknown — check profile page,Vietnamese Delight Pho 99,"57/58 Amoy St, Singapore 069883",,,
unknown — check profile page,Tasca Celso y Manolo,"C. de la Libertad, 1, 28004 Madrid, Spain",,,
unknown — check profile page,Restaurant Tossal Gros,"Carretera de Prenafeta a L'illa s/n, 43400 Prenafeta, Tarragona, Spain",,,
unknown — check profile page,4850,"Camperstraat 48-50, 1091 AH Amsterdam, Netherlands",,,
unknown — check profile page,Pitiona,"C. de Ignacio Allende 114, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Side Pie,"900 E Altadena Dr, Altadena, CA 91001, United States",,,
unknown — check profile page,Sa Trinxa,"Playa de Ses Salines, 07830 Sant Josep de sa Talaia, Balearic Islands, Spain",,,
unknown — check profile page,Hotel L'Arlatan,"20 Rue du Sauvage, 13200 Arles",,,
unknown — check profile page,Petra Roasting Co.,"Gayrettepe, Hoşsohbet Sokağı, 34349 Beşiktaş/Istanbul, Turkey",,,
unknown — check profile page,Sima,"Corso di Porta Vigentina, 12, 20122 Milano MI, Italy",,,
unknown — check profile page,Ibiza Food Studio,"Carrer Alt, 2, 07800 Eivissa, Balearic Islands, Spain",,,
unknown — check profile page,Rokai Ramen-Ya,"Río Ebro 89, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Papi,"46 Rue Richer, 75009 Paris",,,
unknown — check profile page,Sauvage,"55 Rue du Cherche-Midi, 75006 Paris",,,
unknown — check profile page,Juntos,"Arhusgade 48, 2100 Copenhagen, Denmark",,,
unknown — check profile page,MONOCROM,"Pl. de Cardona, 4, 08006 Barcelona, Spain",,,
unknown — check profile page,La Petite Maison,"3 Pl. du Connétable, 18300 Sancerre",,,
unknown — check profile page,EL CANGREJO ROJO,"C. Roque Nublo, 11, 35510 Puerto del Carmen, Las Palmas, Spain",,,
unknown — check profile page,Bodega Donostiarra,"Peña y Goñi Kalea, 13, 20002 Donostia, Gipuzkoa, Spain",,,
unknown — check profile page,Becco,"Kristian Augusts gate 11, 0164 Oslo, Norway",,,
unknown — check profile page,Ogata,"16 Rue Debelleyme, 75003 Paris",,,
unknown — check profile page,Dos Pebrots,"Carrer del Dr. Dou, 19, 08001 Barcelona, Spain",,,
unknown — check profile page,Litro,"Via Fratelli Bonnet, 5, 00152 Roma RM, Italy",,,
unknown — check profile page,Boulenc,"C. Porfirio Diaz 207, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Greyhound,"37 Berners St, London W1T 3LZ, United Kingdom",,,
unknown — check profile page,Restaurante 2000,"Lugar Playa, Benirrás, 07815 Sant Miquel de Balansàt, Balearic Islands, Spain",,,
unknown — check profile page,Ristorante Da Adolfo Di Bella Sergio,"Via Laurito, 40, 84017 Positano SA, Italy",,,
unknown — check profile page,Galopin,"3 Quai des Cordeliers, 74000 Annecy",,,
unknown — check profile page,Le Kitchen,"34 Rue Chevreul, 69007 Lyon",,,
unknown — check profile page,101 Gowrie,"Govert Flinckstraat 326HS, 1073 CJ Amsterdam, Netherlands",,,
unknown — check profile page,Brasserie du Diamant,"3 Av. Eugène Macchini, 20000 Ajaccio",,,
unknown — check profile page,Taqueria Los Cocuyos,"Calle de Bolívar 57, Centro Histórico, 06000 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Racines,"8 Pass. des Panoramas, 75002 Paris",,,
unknown — check profile page,Majordomo,"1725 Naud St, Los Angeles, CA 90012, United States",,,
unknown — check profile page,Mono,"5/F, 18 On Lan St, Central, Hong Kong",,,
unknown — check profile page,Grá,"1524 Pizarro St, Los Angeles, CA 90026, United States",,,
unknown — check profile page,Da Martino,"Via Carlo Farini, 8, 20154 Milano MI, Italy",,,
unknown — check profile page,Nobelhart & Schmutzig,"Friedrichstraße 218, 10969 Berlin, Germany",,,
unknown — check profile page,Trattoria Fiori di Zucca,"Via Forlanini, 26, 73100 Lecce LE, Italy",,,
unknown — check profile page,Il Cucco,"Corso Umberto I, 137, 72014 Cisternino BR, Italy",,,
unknown — check profile page,Cocotte,"2 Cr d'Herbouville, 69004 Lyon",,,
unknown — check profile page,Le Tanjia,"Place des Ferblantiers, Marrakech 40000, Morocco",,,
unknown — check profile page,To Pefkaki,"Idra 180 40, Greece",,,
unknown — check profile page,Bar Jackalope,"515 W 7th St #200, Los Angeles, CA 90014, United States",,,
unknown — check profile page,L'Annexe Ravigote,"76 Rue Mazenod, 69003 Lyon",,,
unknown — check profile page,Chez Aline,"85 Rue de la Roquette, 75011 Paris, France",,,
unknown — check profile page,Le Dauphin,"131 Ave Parmentier, 75011 Paris, France",,,
unknown — check profile page,The Culpeper,"40 Commercial St, London E1 6LP, United Kingdom",,,
unknown — check profile page,Los Especiales,"Av Francisco I. Madero 71, Centro Histórico, 06000 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Rosi,"Sihlfeld straße 89, 8004 Zürich, Switzerland",,,
unknown — check profile page,MANA - Aix,[address not fully visible],,,
unknown — check profile page,Adar,"49 Pass. des Panoramas, 75002 Paris",,,
unknown — check profile page,Atelier September,"Gothersgade 30, 1123 Copenhagen, Denmark",,,
unknown — check profile page,Gamper Restaurant,"Nietengasse 1, 8004 Zürich, Switzerland",,,
unknown — check profile page,Drum Cafe at Luma,"35 Av. Victor Hugo, 13200 Arles",,,
unknown — check profile page,Restaurant Le Lido - Lac du Bourget,"Bord du lac d'Aix les Bains, 73100 Tresserve",,,
unknown — check profile page,Cafe Luzia,"Oranienstraße 34, 10999 Berlin, Germany",,,
unknown — check profile page,Cafe Avissinia,"Kinetou 7, Athina 105 55, Greece",,,
unknown — check profile page,Zannier,"367 Rte du Crêt, 74120 Megève",,,
unknown — check profile page,Brutos,"5 Rue du Général Renault, 75011 Paris",,,
unknown — check profile page,Zoko Moko,"6 Rue Mazarin, 64500 Saint-Jean-de-Luz",,,
unknown — check profile page,Aurens Deli,"Godthåbsvej 35, st. th, 2000 Frederiksberg, Denmark",,,
unknown — check profile page,Chez Colin,"Fredensborveien 44, 0177 Oslo, Norway",,,
unknown — check profile page,Naïve,"2 bis Rue des Cardeurs, 66000 Perpignan",,,
unknown — check profile page,Succulent,"Rambla del Raval, 45, 08001 Barcelona, Spain",,,
unknown — check profile page,Trattoria Ai Cascinari,"Via D'Ossuna, 43/45, 90138 Palermo PA, Italy",,,
unknown — check profile page,Sagi Taverna,"3 Rue Fabriqués d'en Nadals, 66000 Perpignan",,,
unknown — check profile page,Hand In Hand Beijing Restaurant,"143 Jln Besar, Singapore 208859",,,
unknown — check profile page,Mother Wolf,"1545 Wilcox Ave, Los Angeles, CA 90028, United States",,,
unknown — check profile page,Le Benjamin,"Søndre gate 6, 0550 Oslo, Norway",,,
unknown — check profile page,El Bigotes - Bullit,"Camino Cala Boix a Cala Mastella, 138T, 07850 Cala Mastella, Balearic Islands, Spain",,,
unknown — check profile page,Linearetta,"Via Vincenzo Foppa, 4, 20144 Milano MI, Italy",,,
unknown — check profile page,Impérial Choisy,"32 Av. de Choisy, 75013 Paris",,,
unknown — check profile page,Experimental Cocktail Club Chinatown,"13a Gerrard St, London W1D 5PS, United Kingdom",,,
unknown — check profile page,BAK,"Van Diemenstraat 408, 1013 CR Amsterdam, Netherlands",,,
unknown — check profile page,Bar Basso,"Via Plinio, 39, 20133 Milano MI, Italy",,,
unknown — check profile page,Hangawi,"12 E 32nd St, New York, NY 10016, United States",,,
unknown — check profile page,Propaganda,"Vester Farimagsgade 2, 1606 Copenhagen, Denmark",,,
unknown — check profile page,Hos Fischer,"Victor Borges Pl. 12, 2100 Copenhagen, Denmark",,,
unknown — check profile page,Mont Bar,"C/ de la Diputació, 220, 08011 Barcelona, Spain",,,
unknown — check profile page,Sugarfish,"600 W 7th St Ste 150, Los Angeles, CA 90017, United States",,,
unknown — check profile page,Sushi Tetsu,"12 Jerusalem Passage, London EC1V 4JP, United Kingdom",,,
unknown — check profile page,L'Eau à la Bouche,"120 Cor Président John Fitzgerald Kennedy, 13007 Marseille",,,
unknown — check profile page,Los Danzantes,"C. Macedonio Alcalá 403-interior 4, RUTA INDEPENDENCIA, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Enoteca Bruni,"Borgo Ognissanti, 25 Rosso, 50123 Firenze FI, Italy",,,
unknown — check profile page,Brawn,"49 Columbia Rd, London E2 7RG, United Kingdom",,,
unknown — check profile page,Mariscos Jalisco,"3040 E Olympic Blvd, Los Angeles, CA 90023, United States",,,
unknown — check profile page,Jixiao's Buns,"91 Rue Beaubourg, 75003 Paris",,,
unknown — check profile page,Abri,"92 Rue du Faubourg Poissonnière, 75010 Paris",,,
unknown — check profile page,Big Lights,"61-17 Hannam-daero 20-gil, Yongsan-gu, Seoul, South Korea",,,
unknown — check profile page,Osteria Nonna Dora,"Piazza Colonna, 7/8, 90133 Palermo PA, Italy",,,
unknown — check profile page,Tamara,"15 Rue de Richelieu, 75001 Paris",,,
unknown — check profile page,Feitoria,"Altis Belem Hotel & Spa, Doca do Bom Sucesso, 1400-038 Lisboa, Portugal",,,
unknown — check profile page,Condesa DF,"Av. Veracruz 102, Roma Nte., Ciudad de México, CDMX 06700",,,
unknown — check profile page,Bye Bye Blues,"Via del Garofalo, 23, 90100 Palermo PA, Italy",,,
unknown — check profile page,Le Croissant by Prodi,"Piazza dei ciclamini, 3, 72012 Torre Santa Sabina BR, Italy",,,
unknown — check profile page,Westwind Orchard,"215 Lower Whitfield Rd, Accord, NY 12404, United States",,,
unknown — check profile page,Le Doyenné,"5 Rue Saint-Antoine, 91770 Saint-Vrain, France",,,
unknown — check profile page,Kafeteria August,"Universitetsgata 9, 0164 Oslo, Norway",,,
unknown — check profile page,Masseria Moroseta,"Contrada Lamacavallo, 72017 Ostuni BR, Italy",,,
unknown — check profile page,Lugosi Bar,"Reichenberger Str. 152, 10999 Berlin, Germany",,,
unknown — check profile page,L'Aménitè,"4 Rue Fénelon, 44000 Nantes",,,
unknown — check profile page,Onza,"Rabbi Hannina St 3, Tel Aviv-Yafo, Israel",,,
unknown — check profile page,Bincho Singapore,"78 Moh Guan Terrace, #01-19, Singapore 162078",,,
unknown — check profile page,Camphor,"923 E 3rd St Suite 109, Los Angeles, CA 90013, United States",,,
unknown — check profile page,IMA,"20 BD de la Tour d'Auvergne, 35000 Rennes",,,
unknown — check profile page,Caffè d'Oltremare,"Lungomare Cristoforo Colombo, 73039 Tricase LE, Italy",,,
unknown — check profile page,Manta,"Carretera Federal 1 Km. 5, 23456 Cabo San Lucas, B.C.S., Mexico",,,
unknown — check profile page,Jolene Well Street,"263 Well St, London E9 6RG, United Kingdom",,,
unknown — check profile page,Substance,"18 Rue de Chaillot, 75116 Paris",,,
unknown — check profile page,La Mère Brazier,"12 Rue Royale, 69001 Lyon",,,
unknown — check profile page,Sông Quê Café,"134 Kingsland Rd, London E2 8DY, United Kingdom",,,
unknown — check profile page,Eels,"27 Rue d'Hauteville, 75010 Paris",,,
unknown — check profile page,Tian Tian Hainanese Chicken Rice,"1 Kadayanallur St, #01-10/11, Singapore 069184",,,
unknown — check profile page,La Viña,"31 de Agosto Kalea, 3, 20003 Donostia, Gipuzkoa, Spain",,,
unknown — check profile page,Bæst,"Guldbergsgade 29, 2200 København N, Denmark",,,
unknown — check profile page,Marzapane,"Via Flaminia, 64, 00196 Roma RM, Italy",,,
unknown — check profile page,Lilia,"R. do Senado, 45 - Centro, Rio de Janeiro - RJ, 20231-005, Brazil",,,
unknown — check profile page,Brasserie Prins,"Gl. Kongevej 33B, 1610 Copenhagen, Denmark",,,
unknown — check profile page,Şahin lokantası,"Asmali Mescit, Orhan Adli Apaydın Sk. 11/A, 34430 Beyoğlu/Istanbul, Turkey",,,
unknown — check profile page,Restaurant Ca l'Angel,"Carrer del Marqués de Comillas, 139, 08202 Sabadell, Barcelona, Spain",,,
unknown — check profile page,Hams and Clams,"Marina Zeas, Pireas 185 37, Greece",,,
unknown — check profile page,Gaarden & Gaden,"Nørrebrogade 88, 2200 Copenhagen, Denmark",,,
unknown — check profile page,Gielina,"1429 Abbot Kinney Blvd, Venice, CA 90291, United States",,,
unknown — check profile page,Azar,"Rue de Yougoslavie, Marrakesh, Morocco",,,
unknown — check profile page,Vivant,"G/F, 8 Lyndhurst Terrace, Central, Hong Kong",,,
unknown — check profile page,Sollip,"Unit 1, 8 Melior St, London SE1 3QP, United Kingdom",,,
unknown — check profile page,Tayyabs,"83-89 Fieldgate St, London E1 1JU, United Kingdom",,,
unknown — check profile page,Osteria Ferrara,"7 Rue du Dahomey, 75011 Paris",,,
unknown — check profile page,Café des Ministères,"83 Rue de l'Université, 75007 Paris, France",,,
unknown — check profile page,Ancestral,"Oehlenschlægersgade 12, st th, 1663 Copenhagen, Denmark",,,
unknown — check profile page,Ristoro degli Angeli,"Via Luigi Orlando, 2, 00154 Roma RM, Italy",,,
unknown — check profile page,Kato,"777 S Alameda St Building 1, Suite 114, Los Angeles, CA 90021, United States",,,
unknown — check profile page,JaruBad,"Via Monte Sabotino, 5/a, 70011 Alberobello BA, Italy",,,
unknown — check profile page,Forno Campo de' Fiori,"Campo de' Fiori, 22, 00186 Roma RM, Italy",,,
unknown — check profile page,Limantour Polanco,"Oscar Wilde 9, Polanco, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Lolo cave à manger,"12 Rue de Châteaudun, 75009 Paris",,,
unknown — check profile page,FUD Bottega Sicula,"Via Casale, 8, 20144 Milano MI, Italy",,,
unknown — check profile page,Piperno Restaurant,"Via Monte dè Cenci, 9, 00186 Roma RM, Italy",,,
unknown — check profile page,Des Terres,"82 Rue Alexandre Dumas, 75020 Paris",,,
unknown — check profile page,Tacos al carbón. Los Picudos,"Moras 230, Tlacoquemecatl del Valle, Benito Juárez, 03200 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Atoboy,"43 E 28th St, New York, NY 10016, United States",,,
unknown — check profile page,Gelateria Torcè,"Viale dell'Aeronautica, 105, 00144 Roma RM, Italy",,,
unknown — check profile page,Chairs,"Gronauer Str. 1, 60385 Frankfurt am Main, Germany",,,
unknown — check profile page,La Palette,"Rue Moulay Ali, Marrakesh 40000, Morocco",,,
unknown — check profile page,Moronas Café Roma,"Córdoba 95, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",,,
unknown — check profile page,Legendary Bak Kut Teh At South Bridge,"46 South Bridge Rd, Singapore 058679",,,
unknown — check profile page,Bisavis,"C/ de Tavern, 11 bis, 08021 Barcelona, Spain",,,
unknown — check profile page,Trattoria Da Cesare al Casaletto,"Via del Casaletto, 45, 00151 Roma RM, Italy",,,
unknown — check profile page,Sforno,"Via Statilio Ottato, 110/116, 00175 Roma RM, Italy",,,
unknown — check profile page,Boleh Lah,"11 Rue Salomon Reinach, 69007 Lyon",,,
unknown — check profile page,Gjusta,"320 Sunset Ave, Venice, CA 90291, United States",,,
unknown — check profile page,Au Coin des Pucelles,"12 Rue des Pucelles, 67000 Strasbourg",,,
unknown — check profile page,Sqirl,"720 N Virgil Ave #4, Los Angeles, CA 90029, United States",,,
unknown — check profile page,Bar Pitti,"268 6th Ave, New York, NY 10014, United States",,,
unknown — check profile page,Maison Rostang,"20 Rue Rennequin, 75017 Paris",,,
unknown — check profile page,Maynats,"3 Rue du Hédas, 64000 Pau",,,
unknown — check profile page,Roscioli Salumeria con Cucina,"Via dei Giubbonari, 21, 00186 Roma RM",,,
unknown — check profile page,Dilia,"1 Rue d'Eupatoria, 75020 Paris",,,
unknown — check profile page,Ristorante Il Bastione - Terrazza sul mare,"Riviera Nazario Sauro, 28, 73014 Gallipoli LE, Italy",,,
unknown — check profile page,Spazio Niko Romito,[address not fully visible],,,
unknown — check profile page,KO-ISHI,"25 Rue Sainte, 13001 Marseille",,,
unknown — check profile page,Chardon,"37 Rue des Arènes, 13200 Arles",,,
unknown — check profile page,Cana Pepeta,"E-10, km 15-400, 07812 Sant Llorenç de Balafia, Balearic Islands, Spain",,,
unknown — check profile page,Granja dos Moinhos,"Rua do Moinho, nº3, 2065-631 Maçussa, Portugal",,,
unknown — check profile page,L'Ariadne Plage,"20 Rte des Sanguinaires, 20000 Ajaccio",,,
unknown — check profile page,Diporto,"Sokratous 9 & Theatrou, Athina 105 52, Greece",,,
unknown — check profile page,Jerry Thomas Speakeasy,"Vicolo Cellini, 30, 00186 Roma RM, Italy",,,
unknown — check profile page,Horses,"7617 Sunset Blvd, Los Angeles, CA 90046, United States",,,
unknown — check profile page,Sonoratown,"208 E 8th St, Los Angeles, CA 90014, United States",,,
unknown — check profile page,LURRA°,"396 Sekisenincho, Higashiyama Ward, Kyoto, 605-0021, Japan",,,
unknown — check profile page,Pulpería Santa Elvira,"Sta. Elvira 475, Santiago, Región Metropolitana, Chile",,,
unknown — check profile page,A.T,"4bis Rue du Cardinal Lemoine, 75005 Paris",,,
unknown — check profile page,Punk Royale,"Folkungagatan 128, 116 30 Stockholm, Sweden",,,
unknown — check profile page,La Réserve de Nice,"60 Bd Franck Pilatte, 06300 Nice",,,
unknown — check profile page,La Bonne Mère,"16 Rue Fort du Sanctuaire, 13006 Marseille",,,
unknown — check profile page,Café Binnenvisser,"Bilderdijkstraat 36, 1052 NB Amsterdam, Netherlands",,,
unknown — check profile page,Bar Pinotxo,"Mercado De La Boquería, 465 470, 08001 Barcelona, Spain",,,
unknown — check profile page,Vinoir,"Ripa di Porta Ticinese, 93, 20143 Milano, Italy",,,
unknown — check profile page,Ideal Casa,"R. Ten. Maia 22, 2825-322 Trafaria, Portugal",,,
unknown — check profile page,Chez Marie en Corse,"Bravone, T10, 20230 Linguizzetta",,,
unknown — check profile page,Studio x Kitchen,"Dronningens Tvæergade 52, 1302 Copenhagen, Denmark",,,
unknown — check profile page,Ze Kitchen Galerie,"4 Rue des Grands Augustins, 75006 Paris",,,
unknown — check profile page,La méduse,"10 Rue Portalis, 13100 Aix-en-Provence",,,
unknown — check profile page,Barabba,"Store Kongensgade 34, 1264 Copenhagen, Denmark",,,
unknown — check profile page,L'Aïr de Rien,"Pl. du Vieux Tilleul 14, 4130 Esneux, Belgium",,,
unknown — check profile page,Bar Milagros,"Paseo de Santa Gertrudis, 10, 07814 Eivissa, Balearic Islands, Spain",,,
unknown — check profile page,Pavé - Gelati&Granite,"Via Cesare Battisti, 21, 20122 Milano MI, Italien",,,
unknown — check profile page,La Manduca de Azagra,"C. de Sagasta, 14, 28004 Madrid, Spain",,,
unknown — check profile page,Maison Nosh,"Place François Villon, Les allées Provençales, 13100 Aix-en-Provence",,,
unknown — check profile page,Capitaine,"4 Imp. Guéménée, 75004 Paris",,,
unknown — check profile page,Els Pescadores,"Carrer de la Maquinista, 48, 08003 Barcelona, Spain",,,
unknown — check profile page,Origen,"Miguel Hidalgo 820, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",,,
unknown — check profile page,Coco & Carmen,"Banérgatan 7, 114 56 Stockholm, Sweden",,,
unknown — check profile page,Sturehof,"Stureplan 2, 114 35 Stockholm, Sweden",,,
unknown — check profile page,Líder,"Alameda Eça de Queirós 120, Porto, Portugal",,,
unknown — check profile page,Trattoria al Moro,"Vicolo delle Bollette, 13, 00187 Roma RM, Italy",,,
unknown — check profile page,Marcore,"1 Rue des Panoramas, 75002 Paris",,,
unknown — check profile page,Caterine,"27 Rue Fontange, 13006 Marseille",,,
unknown — check profile page,Leku,"Carrer de Joan Güell, 189, 08028 Barcelona, Spain",,,
